customer_id,age,income,tenure_months,monthly_charges,contract_type,payment_method,total_calls,data_usage_gb,num_products,complaint_registered,churn
CUST002564,45,80K,39,83.96,Month-to-Month,Credit Card,4,0.16,2,No,1
CUST002565,52,71K,18,71.69,Month-to-Month,Bank Transfer,6,33.61,5,No,0
CUST002566,41,76393,34,72.04,One-Year,Credit Card,0,0.72,2,No,1
CUST002567,67,35,995,33,37.5,Two-Year,Bank Transfer,24,45.32,3,No,0
CUST002568,50,81417,71,67.26,Two-Year,Bank Transfer,2,8,4,No,1
CUST002569,53,46034,34,42.4,One-Year,Credit Card,0,19.51,2,No,0
CUST002570,26,93979,39,29.5,Two-Year,Bank Transfer,4,20.34,4,No,0
CUST002571,36,106K,30,60.16,Month-to-Month,Bank Transfer,4,32.34,2,Yes,1
CUST002572,,25,539,47,66.63,One-Year,Credit Card,4,8.72,3,No,0
CUST002573,55,26K,45,52.94,Two-Year,Credit Card,5,18.22,2,No,1
CUST002574,33,,36,69.81,One-Year,Credit Card,5,61.46,3,No,0
CUST002575,,57K,45,28.29,One-Year,Bank Transfer,3,5.57,5,Yes,0
CUST002576,98,64K,31,111.2,Two-Year,Bank Transfer,1,26.53,4,No,1
CUST002577,50,$45490,8,80.24,One-Year,Bank Transfer,4,41.76,5,No,0
CUST002578,27,44,445,11,35.2,One-Year,Credit Card,2,7.38,5,Yes,1
CUST002579,24,74266,49,71.67,Two-Year,Electronic Check,2,35.33,5,No,0
CUST002580,30,46,602,66,29.3,One-Year,Electronic Check,1,12.81,4,No,0
CUST002581,38,$56748,-6,72.29,Month-to-Month,Bank Transfer,24,14.6,2,No,1
CUST002582,72,56K,30,36.85,Two-Year,Bank Transfer,1,4.4,5,No,0
CUST002583,21,267K,50,61.88,Two-Year,Credit Card,5,34.38,1,Yes,1
CUST002584,,92K,26,,One-Year,Bank Transfer,2,13.46,2,No,0
CUST002585,49,27446,30,79.86,One-Year,Bank Transfer,4,49.98,5,No,0
CUST002586,31,27K,2,,Month-to-Month,Mailed Check,3,0.79,2,No,1
CUST002587,38,63K,66,80.79,Month-to-Month,Credit Card,4,22.22,3,No,0
CUST002588,49,20,000,35,83.19,Two-Year,Mailed Check,3,25.72,2,Yes,0
CUST002589,47,38,951,1,99.38,Two-Year,Bank Transfer,0,34.14,1,No,1
CUST002590,,20,000,66,77.11,Month-to-Month,Bank Transfer,3,25.99,3,Yes,1
CUST002591,61,29490,37,43.7,Two-Year,Bank Transfer,5,26.42,3,No,0
CUST002592,38,20,000,55,78.44,One-Year,Bank Transfer,2,54.18,2,No,1
CUST002593,25,24,529,66,73.71,Month-to-Month,Credit Card,4,56.13,5,No,1
CUST002594,39,52K,28,48.41,Month-to-Month,Bank Transfer,3,28.32,2,No,0
CUST002595,,32K,61,105.71,Month-to-Month,Credit Card,6,59.63,5,No,0
CUST002596,39,23,342,59,68.17,One-Year,Bank Transfer,2,39.26,1,No,0
CUST002597,68,67K,66,38.73,One-Year,Bank Transfer,0,14.98,4,Yes,1
CUST002598,18,$62802,39,100.1,One-Year,Electronic Check,16,0.08,1,Yes,1
CUST002599,,45K,4,36.57,Two-Year,Credit Card,0,12.88,4,No,1
CUST002600,37,,60,45.5,One-Year,Bank Transfer,4,54.49,4,No,1
CUST002601,,38K,15,86.27,Two-Year,Bank Transfer,3,56.83,3,No,0
CUST002602,,$70091,41,54.53,One-Year,Electronic Check,3,16.07,3,No,0
CUST002603,32,79K,65,34.64,Month-to-Month,Bank Transfer,3,7.47,3,No,0
CUST002604,18,35,850,62,84.83,Two-Year,Electronic Check,5,30.65,3,No,0
CUST002605,,83,937,43,67.8,Month-to-Month,Mailed Check,4,26.97,1,Yes,1
CUST002606,22,20,000,19,55.16,One-Year,Bank Transfer,2,54.89,4,Yes,1
CUST002607,45,$83693,52,82.74,Two-Year,Credit Card,20,36.59,1,Yes,1
CUST002608,,59,989,68,76.44,One-Year,Electronic Check,4,27.61,2,No,1
CUST002609,,26K,40,53.82,One-Year,Bank Transfer,5,55.67,5,No,0
CUST002610,41,$31984,67,58.3,Two-Year,Electronic Check,2,58.47,4,No,0
CUST002611,35,42K,69,83.49,Two-Year,Bank Transfer,0,54.26,4,No,0
CUST002612,24,$53347,5,,Two-Year,Bank Transfer,8,65.36,5,Yes,1
CUST002613,47,$89839,52,74.1,Month-to-Month,Bank Transfer,1,6.97,1,No,1
CUST002614,18,39K,16,148.72,Month-to-Month,Bank Transfer,2,21.04,4,Yes,1
CUST002615,,28K,52,71.33,Two-Year,Electronic Check,2,25.21,3,Yes,0
CUST002616,38,63,108,69,40.23,One-Year,Electronic Check,5,24.49,5,No,0
CUST002617,43,68,026,37,,One-Year,Electronic Check,5,19.46,4,Yes,0
CUST002618,21,$48476,25,,Two-Year,Bank Transfer,0,42.28,5,No,0
CUST002619,,$38205,1,77.75,Month-to-Month,Electronic Check,1,17.08,4,No,1
CUST002620,44,$95900,14,45.1,Month-to-Month,Bank Transfer,0,29.27,3,No,1
CUST002621,,34444,-9,78.38,One-Year,Bank Transfer,4,14.9,5,Yes,0
CUST002622,45,90494,14,53.08,One-Year,Credit Card,2,20.93,4,Yes,0
CUST002623,18,,23,59.97,Month-to-Month,Electronic Check,3,30.21,3,No,1
CUST002624,47,27,310,37,90.56,Month-to-Month,Bank Transfer,1,44.04,1,No,1
CUST002625,21,,46,73.69,Two-Year,Electronic Check,35,7.4,5,No,0
CUST002626,42,44K,69,103.97,One-Year,Credit Card,33,47.91,2,No,0
CUST002627,23,,46,54.55,Month-to-Month,Credit Card,0,13.27,3,No,1
CUST002628,30,20,424,67,52.88,One-Year,Bank Transfer,5,57.86,5,No,1
CUST002629,54,$39624,66,50.61,One-Year,Electronic Check,3,29.39,4,No,0
CUST002630,35,111,877,40,75.22,Two-Year,Credit Card,2,9.43,4,No,0
CUST002631,29,,29,71.93,One-Year,Bank Transfer,5,5.33,2,No,0
CUST002632,69,59,645,1,37.34,Two-Year,Electronic Check,3,36.99,5,No,0
CUST002633,47,59,226,45,83.12,Two-Year,Credit Card,3,16.13,5,No,0
CUST002634,56,$106922,9,39.21,Month-to-Month,Credit Card,2,30.48,4,No,1
CUST002635,20,$34488,30,94.51,Month-to-Month,Credit Card,25,35.97,2,No,0
CUST002636,33,29870,25,50.96,Two-Year,Credit Card,4,11.21,1,No,0
CUST002637,46,$56375,51,116.36,One-Year,Credit Card,6,5.99,2,No,0
CUST002638,57,69K,4,54.06,Month-to-Month,Bank Transfer,5,10.93,2,No,1
CUST002639,60,,20,88.52,Two-Year,Credit Card,3,9.68,1,No,0
CUST002640,18,86K,31,75.05,Month-to-Month,Bank Transfer,8,30.94,3,No,0
CUST002641,60,57934,12,85.95,Two-Year,Bank Transfer,23,13.5,1,No,0
CUST002642,,67K,71,89.96,Month-to-Month,Credit Card,32,16.62,2,Yes,0
CUST002643,39,83,552,48,58.84,Two-Year,Bank Transfer,2,16.78,1,No,1
CUST002644,36,43916,62,20,Two-Year,Credit Card,5,38.59,2,Yes,1
CUST002645,51,$31722,16,84.1,Two-Year,Mailed Check,3,18.16,4,Yes,0
CUST002646,41,$79927,63,77.5,One-Year,Credit Card,4,3.27,4,No,1
CUST002647,61,,65,60.37,One-Year,Credit Card,7,1.31,2,No,0
CUST002648,28,$89605,47,89.2,Two-Year,Credit Card,21,34.44,5,No,0
CUST002649,56,48376,3,46.74,One-Year,Bank Transfer,1,56.2,1,Yes,1
CUST002650,57,$82341,14,66.3,Two-Year,Bank Transfer,3,26.61,1,No,0
CUST002651,41,20K,41,77,One-Year,Credit Card,7,36.41,5,Yes,1
CUST002652,85,64279,28,30.14,Month-to-Month,Electronic Check,0,58.48,3,No,0
CUST002653,45,$61540,43,61.61,Month-to-Month,Credit Card,6,1.03,5,No,0
CUST002654,53,20,000,20,41.49,Two-Year,Bank Transfer,7,35.28,3,No,1
CUST002655,36,28759,60,87.31,One-Year,Electronic Check,6,43.7,4,Yes,0
CUST002656,44,76700,13,49.92,Two-Year,Electronic Check,2,7.66,4,Yes,0
CUST002657,19,,3,91.91,Two-Year,Electronic Check,6,19.44,4,No,0
CUST002658,,45,565,53,59.21,Month-to-Month,Credit Card,3,19.53,1,No,0
CUST002659,42,,61,67.71,Month-to-Month,Credit Card,3,19.05,4,No,0
CUST002660,18,72K,57,69.7,Two-Year,Electronic Check,9,33.69,4,Yes,1
CUST002661,52,51007,65,81.42,One-Year,Credit Card,6,48.36,1,No,0
CUST002662,41,49026,44,46.6,Month-to-Month,Electronic Check,3,6.42,4,No,1
CUST002663,39,,-6,136.1,One-Year,Bank Transfer,3,15.15,1,Yes,0
CUST002664,24,37,502,13,47.62,Two-Year,Credit Card,26,11.29,2,Yes,1
CUST002665,36,$83507,28,84.67,One-Year,Electronic Check,5,40.94,2,No,0
CUST002666,18,$58178,4,52.42,One-Year,Credit Card,4,0.04,2,No,0
CUST002667,49,68003,62,86.26,Two-Year,Credit Card,4,35.97,5,No,0
CUST002668,34,406K,39,71.84,Month-to-Month,Credit Card,2,28.71,1,No,0
CUST002669,63,$108024,56,66.09,Two-Year,Bank Transfer,5,30.95,4,No,0
CUST002670,49,$103405,49,25.58,Two-Year,Credit Card,1,37.98,1,Yes,0
CUST002671,,81K,57,76.31,One-Year,Credit Card,3,31.05,3,No,0
CUST002672,34,77,427,9,125.82,Two-Year,Electronic Check,1,29.08,1,No,1
CUST002673,54,40,608,24,40.37,One-Year,Bank Transfer,2,18.34,5,Yes,1
CUST002674,56,90K,45,74.22,Month-to-Month,Mailed Check,3,43.39,5,No,1
CUST002675,30,34195,28,61.75,Month-to-Month,Electronic Check,4,3.07,1,No,1
CUST002676,26,61868,20,36.85,One-Year,Credit Card,1,53.37,3,Yes,1
CUST002677,53,$99367,15,80.51,Month-to-Month,Bank Transfer,31,30.62,3,No,1
CUST002678,,$49117,52,87.38,Two-Year,Bank Transfer,3,69.15,5,Yes,0
CUST002679,35,$20000,20,53.82,Two-Year,Credit Card,4,23.39,4,No,0
CUST002680,20,78K,44,61.5,One-Year,Credit Card,6,5.5,1,No,0
CUST002681,,$72248,12,45.41,One-Year,Bank Transfer,1,23.52,2,No,1
CUST002682,46,38K,62,30.28,Month-to-Month,Credit Card,4,18.24,3,Yes,1
CUST002683,52,54,424,28,46.15,Month-to-Month,Bank Transfer,3,30.55,5,Yes,0
CUST002684,63,70,200,42,43.33,Month-to-Month,Credit Card,4,9.41,3,No,0
CUST002685,64,86195,19,41.8,Two-Year,Credit Card,3,28.12,3,No,0
CUST002686,44,61523,16,63.49,One-Year,Bank Transfer,35,14.83,1,No,0
CUST002687,33,50,832,53,100.54,Two-Year,Credit Card,2,16.54,3,No,1
CUST002688,,71,002,33,68.53,Two-Year,Electronic Check,4,27.88,5,No,1
CUST002689,21,70,077,38,55.09,One-Year,Bank Transfer,30,22.22,2,No,0
CUST002690,47,$73360,28,68.5,Month-to-Month,Mailed Check,1,15.53,3,No,0
CUST002691,35,46,194,20,82.93,Month-to-Month,Bank Transfer,0,2.83,5,Yes,0
CUST002692,37,$25346,17,63.3,Two-Year,Credit Card,4,9.31,3,No,0
CUST002693,37,25,115,66,84.66,Two-Year,Electronic Check,3,28.93,5,No,0
CUST002694,33,52,693,47,68.3,Two-Year,Credit Card,3,35.19,5,No,0
CUST002695,,42K,37,60.22,Month-to-Month,Bank Transfer,37,30.6,1,No,1
CUST002696,21,46,228,24,80.28,One-Year,Bank Transfer,1,40.87,4,No,0
CUST002697,33,46685,48,65.94,Month-to-Month,Bank Transfer,2,29.69,5,No,1
CUST002698,,20000,22,51.77,Month-to-Month,Electronic Check,2,28.77,4,No,1
CUST002699,46,$49604,35,62.98,Month-to-Month,Credit Card,4,20.67,4,No,0
CUST002700,34,71159,29,85.76,Two-Year,Credit Card,4,51.41,5,No,0
CUST002701,45,348666,58,110.99,One-Year,Bank Transfer,1,36.13,1,Yes,0
CUST002702,102,$33799,13,47.48,Month-to-Month,Credit Card,4,16.86,2,No,1
CUST002703,46,,-8,46.82,Two-Year,Bank Transfer,5,22.37,1,No,0
CUST002704,31,$60767,52,36.14,Two-Year,Bank Transfer,2,35.48,2,No,0
CUST002705,56,78,970,48,72.35,Month-to-Month,Electronic Check,3,24.98,2,No,0
CUST002706,18,88665,-10,82.58,One-Year,Credit Card,1,42.57,4,No,1
CUST002707,45,$22951,72,76.46,Two-Year,Credit Card,6,23.19,5,Yes,1
CUST002708,20,20,000,24,61.09,Two-Year,Electronic Check,3,19.51,4,No,0
CUST002709,46,$66861,55,72.62,Two-Year,Credit Card,2,24.98,3,No,1
CUST002710,48,$83660,30,72.73,Month-to-Month,Credit Card,2,67.5,1,No,1
CUST002711,37,27K,37,34.19,Two-Year,Credit Card,4,51.57,2,No,0
CUST002712,,57K,55,88.6,Two-Year,Credit Card,4,39.5,4,No,0
CUST002713,18,$70329,66,58.61,One-Year,Bank Transfer,7,66.35,2,Yes,0
CUST002714,18,105,478,47,54.87,One-Year,Bank Transfer,3,41.16,3,No,0
CUST002715,19,55K,54,92.89,One-Year,Electronic Check,4,10.03,1,No,1
CUST002716,,$39821,18,23.42,Two-Year,Electronic Check,33,53.63,2,Yes,0
CUST002717,55,47,485,22,47.14,Month-to-Month,Electronic Check,2,9.7,1,No,1
CUST002718,45,$456731,40,56.23,Two-Year,Credit Card,1,8.39,2,No,1
CUST002719,,$26224,69,83.43,Month-to-Month,Electronic Check,3,20.05,3,No,0
CUST002720,73,96,261,11,,One-Year,Electronic Check,3,51.6,1,No,1
CUST002721,42,$20348,60,53.42,Month-to-Month,Bank Transfer,1,26.58,2,Yes,1
CUST002722,26,62889,23,46.14,One-Year,Credit Card,5,16.23,3,No,0
CUST002723,43,68K,27,55.64,Month-to-Month,Mailed Check,3,6.6,2,Yes,0
CUST002724,,61K,24,130.87,One-Year,Bank Transfer,1,32.15,3,No,0
CUST002725,38,20000,43,58.77,Month-to-Month,Bank Transfer,7,36.11,3,Yes,1
CUST002726,43,20000,-5,84.47,Two-Year,Bank Transfer,5,49.88,1,No,0
CUST002727,49,,37,45.18,Month-to-Month,Credit Card,4,35.24,1,Yes,1
CUST002728,57,25,987,45,,Month-to-Month,Credit Card,2,18.35,4,Yes,1
CUST002729,35,38K,10,41.57,Month-to-Month,Bank Transfer,42,3.76,2,No,1
CUST002730,31,96K,71,82.39,One-Year,Credit Card,2,16.59,1,No,0
CUST002731,36,56K,21,86.35,Two-Year,Electronic Check,3,1.57,2,No,0
CUST002732,23,26K,23,60.79,Month-to-Month,Bank Transfer,2,0.36,5,Yes,1
CUST002733,62,$23880,71,,Two-Year,Bank Transfer,3,3.88,5,No,0
CUST002734,105,66606,72,44.78,Two-Year,Electronic Check,4,13.3,3,No,0
CUST002735,102,45341,47,135.8,Month-to-Month,Electronic Check,3,16.09,2,No,0
CUST002736,39,27K,17,20,One-Year,Bank Transfer,1,22.87,2,No,0
CUST002737,40,69,202,57,20,Month-to-Month,Credit Card,0,57.3,2,No,0
CUST002738,31,92,050,53,86.65,One-Year,Credit Card,45,17.51,4,No,0
CUST002739,52,$77832,13,,One-Year,Bank Transfer,3,18.63,1,No,0
CUST002740,20,39043,65,80,Month-to-Month,Mailed Check,5,14.57,2,Yes,1
CUST002741,37,112,515,32,70.11,Month-to-Month,Bank Transfer,1,29.14,5,No,1
CUST002742,33,71333,22,43.71,One-Year,Credit Card,4,4.78,1,Yes,0
CUST002743,31,26K,26,89.19,One-Year,Bank Transfer,3,8.46,2,Yes,0
CUST002744,,39715,15,,Two-Year,Bank Transfer,1,29.4,2,No,0
CUST002745,48,$66983,25,,Month-to-Month,Electronic Check,2,26.07,2,No,1
CUST002746,95,67,958,43,,Month-to-Month,Credit Card,3,4.05,3,No,0
CUST002747,49,39,142,24,74.75,One-Year,Credit Card,1,10.88,3,No,0
CUST002748,28,43K,8,91.77,One-Year,Electronic Check,5,17.04,3,No,0
CUST002749,80,64192,47,120.61,Month-to-Month,Bank Transfer,2,12.19,3,No,1
CUST002750,34,$64864,58,63.98,Two-Year,Credit Card,6,1.44,1,Yes,1
CUST002751,46,$20000,50,45.44,Two-Year,Credit Card,5,27.09,3,No,0
CUST002752,61,65258,12,39.66,One-Year,Credit Card,3,38.91,5,No,0
CUST002753,,$20000,60,81.21,One-Year,Credit Card,5,47.26,4,No,0
CUST002754,49,$64403,25,62.03,One-Year,Bank Transfer,2,13.98,2,Yes,0
CUST002755,34,65,159,18,87.06,One-Year,Credit Card,5,25.04,1,No,0
CUST002756,26,59,805,8,38.69,Month-to-Month,Bank Transfer,3,40.78,1,No,0
CUST002757,18,$91935,45,81.58,One-Year,Credit Card,1,19.46,4,No,0
CUST002758,52,124085,61,65.23,One-Year,Electronic Check,0,5.14,4,No,0
CUST002759,64,,42,50.85,Two-Year,Credit Card,4,55.69,4,No,0
CUST002760,45,54K,58,,Month-to-Month,Mailed Check,7,11.27,3,Yes,1
CUST002761,23,84189,14,67.7,Month-to-Month,Credit Card,5,0.42,5,Yes,0
CUST002762,51,53,207,26,62.69,One-Year,Electronic Check,3,47.67,4,No,0
CUST002763,61,$88711,35,22.68,Two-Year,Electronic Check,3,23.72,5,No,0
CUST002764,22,55,605,62,94.4,Two-Year,Bank Transfer,24,9.78,3,No,0
CUST002765,71,40K,45,99.44,Two-Year,Bank Transfer,3,27.06,5,No,0
CUST002766,31,63264,36,72.34,Month-to-Month,Credit Card,6,24.86,2,Yes,0
CUST002767,26,$46534,17,53.22,One-Year,Electronic Check,46,41.12,1,No,0
CUST002768,34,96K,1,,Month-to-Month,Bank Transfer,5,16.03,1,No,1
CUST002769,18,$95994,69,107.43,One-Year,Bank Transfer,4,25.36,3,No,1
CUST002770,18,69K,53,78.32,Month-to-Month,Credit Card,44,32.89,1,Yes,1
CUST002771,71,59,501,24,42.2,Month-to-Month,Electronic Check,4,18.43,2,No,0
CUST002772,35,94125,59,78.36,Two-Year,Electronic Check,5,21.86,4,No,0
CUST002773,26,74K,4,50.67,One-Year,Credit Card,2,35.66,1,No,0
CUST002774,50,51,751,33,73.1,Two-Year,Bank Transfer,1,28.27,2,No,0
CUST002775,55,$76160,2,52.73,Two-Year,Credit Card,4,29.31,1,No,0
CUST002776,56,,45,62.01,Month-to-Month,Electronic Check,44,23.18,1,No,1
CUST002777,59,$70248,18,76.14,Two-Year,Electronic Check,4,31.39,4,Yes,0
CUST002778,55,72299,9,47.76,Month-to-Month,Credit Card,0,29.04,3,No,0
CUST002779,,49,080,10,59.84,Month-to-Month,Bank Transfer,3,1.31,4,Yes,0
CUST002780,73,40,154,60,24.39,One-Year,Credit Card,1,53.85,1,No,0
CUST002781,52,$51403,24,97.59,Two-Year,Credit Card,4,14.93,2,Yes,0
CUST002782,42,$45348,50,76.19,Month-to-Month,Bank Transfer,0,24.2,4,No,0
CUST002783,42,40,053,70,32.34,One-Year,Credit Card,2,50.39,4,Yes,1
CUST002784,34,20,000,2,79.48,Two-Year,Credit Card,2,7.94,2,No,1
CUST002785,39,20,000,24,40.49,One-Year,Bank Transfer,0,17.05,5,No,1
CUST002786,59,$51139,70,44.74,One-Year,Bank Transfer,4,6.82,1,No,1
CUST002787,18,50K,38,67.93,One-Year,Credit Card,9,21.8,1,No,0
CUST002788,24,$63088,42,68.59,One-Year,Bank Transfer,27,9.67,3,No,0
CUST002789,51,43,926,65,73.24,Month-to-Month,Credit Card,5,20.37,4,No,0
CUST002790,35,61,773,-7,84.33,Two-Year,Credit Card,2,14.75,3,Yes,0
CUST002791,,68K,27,81.82,One-Year,Bank Transfer,3,18.19,5,No,1
CUST002792,40,75,256,3,65.17,One-Year,Bank Transfer,0,24.07,2,No,1
CUST002793,50,$41404,19,,Month-to-Month,Bank Transfer,5,40.07,3,No,0
CUST002794,45,$44830,34,38.43,One-Year,Bank Transfer,1,31.48,1,No,1
CUST002795,48,20,000,44,40.64,Two-Year,Bank Transfer,0,52.4,5,No,0
CUST002796,44,65212,7,78.39,Two-Year,Credit Card,3,26.34,2,No,1
CUST002797,,85K,68,96.14,Month-to-Month,Bank Transfer,0,23.6,3,No,0
CUST002798,33,$48373,10,48.48,Two-Year,Electronic Check,4,50.22,5,No,1
CUST002799,55,$92563,-2,71.05,One-Year,Bank Transfer,4,16,5,Yes,0
CUST002800,43,86K,19,,Month-to-Month,Bank Transfer,2,30.45,3,No,0
CUST002801,67,27708,68,86.21,Two-Year,Credit Card,1,22.01,4,No,0
CUST002802,60,36,675,33,110.51,Month-to-Month,Bank Transfer,6,52.84,4,Yes,1
CUST002803,32,$82355,71,25.44,Two-Year,Bank Transfer,1,32.17,3,No,0
CUST002804,50,51226,29,55.18,Month-to-Month,Credit Card,1,25.78,4,No,0
CUST002805,41,83,100,8,95.06,Two-Year,Electronic Check,2,31.96,2,No,0
CUST002806,24,$78713,2,78.34,Month-to-Month,Bank Transfer,2,47.35,2,Yes,1
CUST002807,36,66,849,15,74.48,Two-Year,Electronic Check,2,23.61,4,Yes,0
CUST002808,30,42067,66,77.49,One-Year,Credit Card,1,0.85,1,No,1
CUST002809,51,,23,44.04,Two-Year,Bank Transfer,5,39.39,5,Yes,1
CUST002810,50,45K,62,40.12,Month-to-Month,Credit Card,3,33.76,2,Yes,0
CUST002811,40,47K,13,41.23,One-Year,Bank Transfer,5,34.23,1,Yes,0
CUST002812,28,$42854,12,24.22,Month-to-Month,Credit Card,23,11.22,3,Yes,1
CUST002813,38,119K,31,70.69,Two-Year,Credit Card,3,32.54,1,Yes,0
CUST002814,28,82704,65,57.93,Month-to-Month,Credit Card,4,53.58,4,Yes,1
CUST002815,27,$49998,40,78.81,Month-to-Month,Bank Transfer,18,34.84,3,No,0
CUST002816,32,59K,55,97.01,Two-Year,Bank Transfer,2,27.28,4,Yes,0
CUST002817,48,$21768,-1,91.26,One-Year,Credit Card,3,49.39,1,No,0
CUST002818,64,47,994,51,80.63,Two-Year,Bank Transfer,5,6.03,2,No,0
CUST002819,42,56691,4,35,One-Year,Electronic Check,7,10.35,1,Yes,0
CUST002820,54,$23848,1,20,Two-Year,Bank Transfer,3,19.59,3,No,1
CUST002821,48,20000,17,96.95,One-Year,Credit Card,49,7.74,1,No,1
CUST002822,30,77,807,14,68.99,One-Year,Credit Card,7,35.32,5,No,0
CUST002823,38,62,697,62,68.74,Two-Year,Credit Card,6,43.35,3,Yes,0
CUST002824,45,66K,65,,One-Year,Electronic Check,1,34.55,2,Yes,0
CUST002825,57,$48934,6,34.72,Two-Year,Bank Transfer,5,20.89,4,Yes,1
CUST002826,30,,31,28.93,Month-to-Month,Credit Card,3,29.16,5,No,0
CUST002827,44,39K,54,44.82,Two-Year,Electronic Check,3,47.57,1,No,0
CUST002828,69,69K,64,60,Month-to-Month,Credit Card,44,46.11,2,No,1
CUST002829,31,68K,59,20,Two-Year,Electronic Check,3,38.33,5,Yes,1
CUST002830,57,43,162,41,35.95,One-Year,Bank Transfer,1,44.94,3,Yes,0
CUST002831,35,62,385,61,76.72,Month-to-Month,Electronic Check,18,22.31,3,No,0
CUST002832,20,$57419,10,59.95,Two-Year,Credit Card,3,23.94,1,No,1
CUST002833,21,49K,25,44.43,Month-to-Month,Credit Card,1,5.82,4,Yes,1
CUST002834,34,62369,41,45.02,Month-to-Month,Bank Transfer,1,26.68,1,No,1
CUST002835,,,5,98,One-Year,Credit Card,6,31.28,1,No,0
CUST002836,25,$47257,37,51.11,One-Year,Bank Transfer,3,9.73,1,No,0
CUST002837,30,$39768,42,,One-Year,Credit Card,5,4.86,3,No,1
CUST002838,58,$54043,54,37.9,Two-Year,Electronic Check,20,15.07,4,Yes,0
CUST002839,55,40K,26,53.24,Two-Year,Credit Card,2,33.13,2,No,1
CUST002840,58,$75491,32,,Month-to-Month,Bank Transfer,2,20.5,4,No,0
CUST002841,,62589,67,71,Two-Year,Bank Transfer,5,36.05,1,No,0
CUST002842,,72K,66,20,Two-Year,Credit Card,5,31.26,2,Yes,1
CUST002843,63,$94557,32,20,Month-to-Month,Bank Transfer,3,19.85,2,No,0
CUST002844,36,$41245,13,,Two-Year,Electronic Check,3,19.33,2,No,0
CUST002845,33,$52030,26,27.8,One-Year,Electronic Check,4,7.73,3,No,0
CUST002846,39,$36588,70,,Month-to-Month,Credit Card,2,47.04,5,No,1
CUST002847,,$68318,17,20,Two-Year,Electronic Check,1,60.4,2,Yes,1
CUST002848,52,99473,12,101.17,Month-to-Month,Electronic Check,6,0.02,2,No,1
CUST002849,,40910,27,71.84,Two-Year,Bank Transfer,0,61.21,4,Yes,0
CUST002850,,$41193,60,99.46,One-Year,Credit Card,6,17.2,5,Yes,1
CUST002851,,61,548,43,88.56,Month-to-Month,Electronic Check,3,34.56,4,No,0
CUST002852,102,62K,66,50.48,Month-to-Month,Electronic Check,1,14.52,3,Yes,1
CUST002853,62,63K,34,61.64,Month-to-Month,Bank Transfer,0,12.7,2,No,0
CUST002854,18,69976,36,54.32,Two-Year,Electronic Check,1,3.12,5,Yes,0
CUST002855,32,90,595,57,48.54,One-Year,Credit Card,5,14.95,5,No,0
CUST002856,,$52156,48,56.48,One-Year,Credit Card,3,24.39,4,No,0
CUST002857,29,60,371,24,82.09,Two-Year,Credit Card,7,5.78,4,No,0
CUST002858,18,39433,2,78.57,Month-to-Month,Bank Transfer,29,12.05,2,No,1
CUST002859,105,392K,14,41.15,One-Year,Electronic Check,4,34.19,1,No,1
CUST002860,,20K,36,85.01,Two-Year,Bank Transfer,4,5.96,1,Yes,1
CUST002861,65,$25141,29,82.58,One-Year,Bank Transfer,3,3.48,2,No,0
CUST002862,42,61476,45,,One-Year,Bank Transfer,5,27.92,1,No,1
CUST002863,34,$52774,41,70.96,One-Year,Bank Transfer,1,51.36,3,No,0
CUST002864,23,455,056,26,60.26,One-Year,Credit Card,4,58.05,1,No,0
CUST002865,18,69166,46,103.01,One-Year,Credit Card,6,11.17,2,No,0
CUST002866,29,65902,30,,One-Year,Credit Card,23,11.22,5,No,0
CUST002867,57,,8,76.83,Month-to-Month,Credit Card,3,54.24,2,No,1
CUST002868,,$73375,36,68.06,Two-Year,Mailed Check,38,52.89,1,No,0
CUST002869,43,$29335,22,60.93,One-Year,Bank Transfer,7,21.25,4,Yes,1
CUST002870,73,99657,4,43.99,Month-to-Month,Bank Transfer,2,41.36,4,Yes,0
CUST002871,47,29,054,46,78.49,Month-to-Month,Credit Card,3,21.69,3,No,1
CUST002872,72,$28111,49,83.91,One-Year,Bank Transfer,29,36.93,3,Yes,0
CUST002873,42,$53442,55,48.77,Two-Year,Credit Card,4,3.89,5,Yes,0
CUST002874,42,35,473,44,64.34,One-Year,Mailed Check,1,19.62,1,No,0
CUST002875,36,63K,44,60.06,Two-Year,Credit Card,24,14.94,5,Yes,0
CUST002876,38,57459,39,82.73,Month-to-Month,Electronic Check,2,4.13,3,No,1
CUST002877,41,49,890,28,76.35,Two-Year,Bank Transfer,1,26.57,5,No,0
CUST002878,,,-7,22.08,One-Year,Electronic Check,2,48.03,5,Yes,1
CUST002879,82,,28,,Month-to-Month,Credit Card,4,0.7,3,No,1
CUST002880,40,42K,10,81.77,One-Year,Bank Transfer,4,7.96,5,Yes,0
CUST002881,33,$92050,1,98.36,Two-Year,Electronic Check,4,0.93,4,No,0
CUST002882,,84,916,32,98.22,Two-Year,Electronic Check,0,40.89,5,No,0
CUST002883,22,81K,30,38.8,One-Year,Bank Transfer,1,47.39,3,No,0
CUST002884,42,$20000,45,56.11,Two-Year,Credit Card,1,25.97,2,No,0
CUST002885,,59,121,8,80.74,Two-Year,Bank Transfer,1,49.9,3,No,0
CUST002886,43,40,369,23,105.65,Month-to-Month,Electronic Check,0,50.52,4,No,1
CUST002887,23,$41388,25,101.82,Month-to-Month,Electronic Check,3,45.61,2,Yes,0
CUST002888,35,$53461,63,82.81,Two-Year,Credit Card,3,33.32,2,Yes,0
